tag,accuracy,sample_size
NUM,0.0,3500
INTJ,0.0,3500
XX,0.0,3500
start,0.0,4000
stop,0.0,4000
VB,59.69609261939218,4000
PUNCT,0.0,4000
N,59.53654188948306,4000
PRO,89.45409429280396,4000
D,91.59347553324967,4000
ADV,71.92474674384948,4000
CONJ,73.46938775510205,4000
AP,89.53771289537713,4000
ADJ,34.0,4000
WH,58.85416666666666,4000
PART,98.3739837398374,4000
NUM,0.0,4000
INTJ,0.0,4000
XX,0.0,4000
start,0.0,4500
stop,0.0,4500
VB,61.56103286384976,4500
PUNCT,0.0,4500
N,70.47413793103449,4500
PRO,92.27642276422765,4500
D,88.80829015544042,4500
ADV,70.86092715231787,4500
CONJ,78.19672131147541,4500
AP,90.68901303538176,4500
ADJ,29.75,4500
WH,56.34517766497462,4500
PART,97.41379310344828,4500
NUM,31.91489361702128,4500
INTJ,9.090909090909092,4500
XX,0.0,4500
start,0.0,5000
stop,0.0,5000
VB,69.68546637744033,5000
PUNCT,0.0,5000
N,63.7407157326131,5000
PRO,90.3682719546742,5000
D,90.10566762728146,5000
ADV,72.28661749209695,5000
CONJ,75.50744248985114,5000
AP,91.68081494057724,5000
ADJ,32.76231263383298,5000
WH,72.31270358306189,5000
PART,94.65648854961832,5000
NUM,20.0,5000
INTJ,22.22222222222222,5000
XX,0.0,5000
start,0.0,7500
stop,0.0,7500
VB,69.17960088691795,7500
PUNCT,0.0,7500
N,63.54071363220493,7500
PRO,91.32390745501286,7500
D,89.46335078534031,7500
ADV,72.89244186046511,7500
CONJ,76.60194174757281,7500
AP,92.1875,7500
ADJ,38.42794759825328,7500
WH,68.43575418994413,7500
PART,93.75,7500
NUM,30.0,7500
INTJ,7.6923076923076925,7500
XX,0.0,7500
start,0.0,10000
stop,0.0,10000
VB,70.17592083562397,10000
PUNCT,0.0,10000
N,74.49113591595535,10000
PRO,90.83793738489872,10000
D,90.30710172744722,10000
ADV,73.60230547550432,10000
CONJ,77.69066286528866,10000
AP,94.43507588532884,10000
ADJ,39.44562899786781,10000
WH,69.01709401709401,10000
PART,95.59322033898306,10000
NUM,44.285714285714285,10000
INTJ,42.10526315789473,10000
XX,0.0,10000
start,0.0,18853
stop,0.0,18853
VB,76.7407840842598,18853
PUNCT,0.0,18853
N,77.13827512473271,18853
PRO,92.99157999009412,18853
D,90.97327281896116,18853
ADV,77.73207990599295,18853
CONJ,76.45211930926217,18853
AP,93.02325581395348,18853
ADJ,55.002925687536575,18853
WH,76.77208287895311,18853
PART,97.23247232472325,18853
NUM,57.05521472392638,18853
INTJ,61.70212765957447,18853
XX,0.0,18853
start,0.0,250
stop,0.0,250
VB,41.02564102564102,250
PUNCT,0.0,250
N,33.9622641509434,250
PRO,52.0,250
D,51.06382978723404,250
CONJ,46.875,250
ADV,41.37931034482759,250
ADJ,0.0,250
AP,76.92307692307693,250
WH,0.0,250
PART,80.0,250
NUM,0.0,250
start,0.0,500
stop,0.0,500
VB,63.6986301369863,500
PUNCT,0.0,500
N,39.39393939393939,500
D,68.35443037974683,500
PRO,81.08108108108108,500
ADV,52.30769230769232,500
CONJ,67.3913043478261,500
ADJ,0.0,500
AP,64.70588235294117,500
WH,50.0,500
PART,80.0,500
NUM,0.0,500
start,0.0,750
stop,0.0,750
VB,44.56140350877193,750
PUNCT,0.0,750
N,40.625,750
ADV,46.285714285714285,750
PRO,90.80459770114942,750
D,67.08074534161491,750
CONJ,68.21705426356588,750
AP,89.77272727272727,750
ADJ,6.849315068493151,750
WH,17.77777777777778,750
PART,100.0,750
NUM,0.0,750
start,0.0,1000
stop,0.0,1000
VB,50.872093023255815,1000
PUNCT,0.0,1000
N,42.80701754385965,1000
D,78.63636363636364,1000
PRO,89.74358974358975,1000
ADV,44.11764705882353,1000
CONJ,75.45454545454545,1000
AP,76.92307692307693,1000
ADJ,15.0,1000
WH,24.561403508771928,1000
PART,95.0,1000
INTJ,0.0,1000
NUM,0.0,1000
start,0.0,1500
stop,0.0,1500
VB,52.783109404990405,1500
PUNCT,0.0,1500
N,61.03092783505155,1500
PRO,90.6040268456376,1500
D,81.37931034482759,1500
ADV,59.85130111524164,1500
CONJ,77.6255707762557,1500
AP,84.5360824742268,1500
ADJ,17.829457364341085,1500
WH,62.7906976744186,1500
PART,92.5,1500
NUM,0.0,1500
INTJ,0.0,1500
start,0.0,2000
